"","codigo_comuna","nombre_comuna","TipoEstablecimiento","n_estudiantes","promedio"
"597",13503,"CURACAVÍ","Particular Subvencionado",1575,5.9
"598",13504,"MARÍA PINTO","Municipal",854,6
"599",13505,"SAN PEDRO","Municipal",809,6
"600",13601,"TALAGANTE","Municipal",2511,5.8
"601",13601,"TALAGANTE","Particular Pagado",1267,6.1
"602",13601,"TALAGANTE","Particular Subvencionado",3014,5.9
"603",13602,"EL MONTE","Municipal",1181,5.8
"604",13602,"EL MONTE","Particular Subvencionado",1428,5.8
"605",13603,"ISLA DE MAIPO","Municipal",1217,5.8
"606",13603,"ISLA DE MAIPO","Particular Pagado",91,6
"607",13603,"ISLA DE MAIPO","Particular Subvencionado",1306,5.7
"608",13604,"PADRE HURTADO","Municipal",757,5.8
"609",13604,"PADRE HURTADO","Particular Pagado",599,6.1
"610",13604,"PADRE HURTADO","Particular Subvencionado",4410,5.9
"611",13605,"PEÑAFLOR","Municipal",1942,5.8
"612",13605,"PEÑAFLOR","Particular Pagado",260,6.2
"613",13605,"PEÑAFLOR","Particular Subvencionado",4058,6
"614",14101,"VALDIVIA","Municipal",3339,5.8
"615",14101,"VALDIVIA","Particular Pagado",1367,6.2
"616",14101,"VALDIVIA","Particular Subvencionado",6086,5.9
"617",14102,"CORRAL","Municipal",333,5.9
"618",14102,"CORRAL","Particular Subvencionado",6,6.3
"619",14103,"LANCO","Municipal",406,6.1
"620",14103,"LANCO","Particular Subvencionado",772,6.1
"621",14104,"LOS LAGOS","Municipal",1055,6
"622",14104,"LOS LAGOS","Particular Subvencionado",341,5.8
"623",14105,"MÁFIL","Municipal",209,5.8
"624",14105,"MÁFIL","Particular Subvencionado",252,5.8
"625",14106,"MARIQUINA","Municipal",495,5.7
"626",14106,"MARIQUINA","Particular Subvencionado",1373,5.9
"627",14107,"PAILLACO","Municipal",881,6.1
"628",14107,"PAILLACO","Particular Subvencionado",560,5.9
"629",14108,"PANGUIPULLI","Municipal",1329,6
"630",14108,"PANGUIPULLI","Particular Subvencionado",1397,6
"631",14201,"LA UNIÓN","Municipal",1605,5.9
"632",14201,"LA UNIÓN","Particular Pagado",180,5.6
"633",14201,"LA UNIÓN","Particular Subvencionado",881,6.1
"634",14202,"FUTRONO","Municipal",662,6.1
"635",14202,"FUTRONO","Particular Subvencionado",690,6
"636",14203,"LAGO RANCO","Municipal",651,5.9
"637",14203,"LAGO RANCO","Particular Subvencionado",109,6
"638",14204,"RÍO BUENO","Municipal",1239,6
"639",14204,"RÍO BUENO","Particular Subvencionado",990,5.9
"640",15101,"ARICA","Particular Pagado",863,6.1
"641",15101,"ARICA","Particular Subvencionado",11220,5.9
"642",15101,"ARICA","Servicio Local de Educación",5938,5.9
"643",15102,"CAMARONES","Servicio Local de Educación",52,5.8
"644",15201,"PUTRE","Servicio Local de Educación",106,6.1
"645",15202,"GENERAL LAGOS","Servicio Local de Educación",45,6
"646",16101,"CHILLÁN","Municipal",3012,5.8
"647",16101,"CHILLÁN","Particular Pagado",517,5.7
"648",16101,"CHILLÁN","Particular Subvencionado",10125,5.9
"649",16102,"BULNES","Municipal",885,5.7
"650",16102,"BULNES","Particular Subvencionado",752,6
"651",16103,"CHILLÁN VIEJO","Municipal",393,5.8
"652",16103,"CHILLÁN VIEJO","Particular Subvencionado",1024,5.7
"653",16104,"EL CARMEN","Municipal",850,6
"654",16104,"EL CARMEN","Particular Subvencionado",86,5.9
"655",16105,"PEMUCO","Municipal",499,5.6
"656",16106,"PINTO","Municipal",463,5.9
"657",16106,"PINTO","Particular Subvencionado",185,6.3
"658",16107,"QUILLÓN","Municipal",807,5.8
"659",16107,"QUILLÓN","Particular Subvencionado",419,6.2
"660",16108,"SAN IGNACIO","Municipal",582,5.9
"661",16108,"SAN IGNACIO","Particular Subvencionado",252,6.2
"662",16109,"YUNGAY","Municipal",604,5.6
"663",16109,"YUNGAY","Particular Subvencionado",717,6.1
"664",16201,"QUIRIHUE","Municipal",568,5.8
